timestamp,detector_id,approach_id,vehicle_count
2023-12-30 00:00:00,22,11,21
2023-12-30 00:15:00,22,11,22
2023-12-30 00:30:00,22,11,17
2023-12-30 00:45:00,22,11,17
2023-12-30 01:00:00,22,11,18
2023-12-30 01:15:00,22,11,17
2023-12-30 01:30:00,22,11,14
2023-12-30 01:45:00,22,11,11
2023-12-30 02:00:00,22,11,9
2023-12-30 02:15:00,22,11,10
2023-12-30 02:30:00,22,11,10
2023-12-30 02:45:00,22,11,11
2023-12-30 03:00:00,22,11,7
2023-12-30 03:15:00,22,11,4
2023-12-30 03:30:00,22,11,7
2023-12-30 03:45:00,22,11,4
2023-12-30 04:00:00,22,11,5
2023-12-30 04:15:00,22,11,7
2023-12-30 04:30:00,22,11,6
2023-12-30 04:45:00,22,11,4
2023-12-30 05:00:00,22,11,6
2023-12-30 05:15:00,22,11,7
2023-12-30 05:30:00,22,11,4
2023-12-30 05:45:00,22,11,6
2023-12-30 06:00:00,22,11,5
2023-12-30 06:15:00,22,11,2
2023-12-30 06:30:00,22,11,3
2023-12-30 06:45:00,22,11,5
2023-12-30 07:00:00,22,11,7
2023-12-30 07:15:00,22,11,4
2023-12-30 07:30:00,22,11,6
2023-12-30 07:45:00,22,11,9
2023-12-30 08:00:00,22,11,12
2023-12-30 08:15:00,22,11,15
2023-12-30 08:30:00,22,11,11
2023-12-30 08:45:00,22,11,14
2023-12-30 09:00:00,22,11,15
2023-12-30 09:15:00,22,11,15
2023-12-30 09:30:00,22,11,19
2023-12-30 09:45:00,22,11,21
2023-12-30 10:00:00,22,11,24
2023-12-30 10:15:00,22,11,19
2023-12-30 10:30:00,22,11,20
2023-12-30 10:45:00,22,11,27
2023-12-30 11:00:00,22,11,21
2023-12-30 11:15:00,22,11,24
2023-12-30 11:30:00,22,11,25
2023-12-30 11:45:00,22,11,23
2023-12-30 12:00:00,22,11,25
2023-12-30 12:15:00,22,11,26
2023-12-30 12:30:00,22,11,21
2023-12-30 12:45:00,22,11,24
2023-12-30 13:00:00,22,11,21
2023-12-30 13:15:00,22,11,25
2023-12-30 13:30:00,22,11,27
2023-12-30 13:45:00,22,11,26
2023-12-30 14:00:00,22,11,31
2023-12-30 14:15:00,22,11,26
2023-12-30 14:30:00,22,11,18
2023-12-30 14:45:00,22,11,37
2023-12-30 15:00:00,22,11,39
2023-12-30 15:15:00,22,11,24
2023-12-30 15:30:00,22,11,32
2023-12-30 15:45:00,22,11,40
2023-12-30 16:00:00,22,11,33
2023-12-30 16:15:00,22,11,34
2023-12-30 16:30:00,22,11,36
2023-12-30 16:45:00,22,11,31
2023-12-30 17:00:00,22,11,38
2023-12-30 17:15:00,22,11,36
2023-12-30 17:30:00,22,11,39
2023-12-30 17:45:00,22,11,36
2023-12-30 18:00:00,22,11,33
2023-12-30 18:15:00,22,11,37
2023-12-30 18:30:00,22,11,27
2023-12-30 18:45:00,22,11,32
2023-12-30 19:00:00,22,11,28
2023-12-30 19:15:00,22,11,26
2023-12-30 19:30:00,22,11,35
2023-12-30 19:45:00,22,11,20
2023-12-30 20:00:00,22,11,30
2023-12-30 20:15:00,22,11,32
2023-12-30 20:30:00,22,11,27
